artist_name,artist_id,track_name,track_id,track_popularity
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,Sweet Venom (feat. Bella Poarch),3v8hC61VqQ95xwBiLg1JPg,67
NewJeans,6HvZYsbFfjnjFrWF950C9d,Ditto,5702raF31K9rvD6KZ6sCTo,69
NewJeans,6HvZYsbFfjnjFrWF950C9d,Our Night is more beautiful than your Day,11YovYUVkZdLyOFncbecWL,62
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,Eyes Roll,79yymC6QQaZ81jR2UYcPfy,68
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,Allergy,38MKW2tQHtyO8djIOKlEFF,70
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Bulldozer,4Pp6Ql9wV7A6VqHrmjMFv4,63
NMIXX,28ot3wh4oNmoFOdVajibBl,Party O'Clock,0HdcJkzhhhzID0nXEpIVgH,66
Crush,6aLdhHUqgdKE86xbtNmY8g,Click Like (Prod. Crush) (Feat. Paul Blanco),3uzUBVCNTdVnmJMumFA4Ce,68
TAEMIN,13rF01aOogvnkuQXOlgTW8,The Rizzness,6wGh0YsTJgonptwfPBnScC,65
Stray Kids,2dIgFjalVxs4ThymZ67YCE,DLC,6dyXogYZZ45wBgRY1Wq3P1,67
Jimin,1oSPZhvZMIrWW5I41kPkkY,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",5qyjy0xfsHNzWxvXkHVB85,69
Stray Kids,2dIgFjalVxs4ThymZ67YCE,FNF,7LQvpgaadSh74HzYAjOisA,66
IVE,6RHTUrRF63xao58xh9FXYJ,Off The Record,6TNx6kHZeVDByUNMVxkAfa,67
Billlie,2GQxKDojobwBjZMPf7aoh0,DANG! (hocus pocus),2pNxufMWgPp8I7m6zPChq6,60
NewJeans,6HvZYsbFfjnjFrWF950C9d,Beautiful Restriction,7CHDUDw89DCR8vvI0yTXGa,68
BTS,3Nrfpe0tUJi4K4DXYWgMUX,The Planet,4IJsVXbSeGPUrgwpVoHmlg,72
Billlie,2GQxKDojobwBjZMPf7aoh0,BYOB (bring your own best friend),2zoLJs2jC0uiy59KJAWL2h,64
TWICE,7n2Ycct7Beij7Dj7meI4X0,Hare Hare,0h3dJV8JA5oxPzSF4tkz2t,69
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Wings,2UBHMxFRoaDuHGGIjpd3dJ,61
aespa,6YVMFz59CuY7ngCxTxjpxE,Hot Air Balloon,1mdtLny0zugh89vokWGG80,68
XG,0LOK81e9H5lr61HlGGHqwA,TGIF,3horUXBBgEyTEAxfeT9c0P,68
Jimin,1oSPZhvZMIrWW5I41kPkkY,Like Crazy (Deep House Remix),6D90VTeGEWYX5AkAtjHZh1,68
EVERGLOW,3ZZzT0naD25RhY2uZvIKkJ,SLAY,32Ao6xLLir3dPOhQGvqgSB,67
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Scenery,6soeHzqsg3Q2ugz21bnFR9,61
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,F*ck My Life,3tgWMPOY4stCdKYj5NjrAe,70
STAYC,01XYiBYaoMJcNhPokrg0l0,Teddy Bear,4kSDi21MeOoSvpZs6MveI9,66
CHANYEOL,6jV25rzTKQ2zMgrqHha1V5,Good Enough,0joaMfmFVNsqTSGgX767KN,68
Jimin,1oSPZhvZMIrWW5I41kPkkY,Like Crazy (UK Garage Remix),5tDxLjAnkojfnXnjOk6mvh,68
P1Harmony,3JjvsPeGMbDJqsphe2z8xU,JUMP,4vTXBC7QOjEbi8DcJvCNE2,64
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,Fate,0iLyNDLTsBkqB8SLAzNGxF,67
aespa,6YVMFz59CuY7ngCxTxjpxE,You,52qof5uEYA0TV0EpR7jNxs,67
ITZY,2KC9Qb60EaY0kW4eH68vr3,None of My Business,6iYfUvWNdKulAgX2TOhk5u,64
aespa,6YVMFz59CuY7ngCxTxjpxE,Spicy,3gtlthEgyulDfT8dWdKsnv,69
IVE,6RHTUrRF63xao58xh9FXYJ,Holy Moly,5q288Nbf39kqh2HtI2H2op,65
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,Is That Ight?,78aELoNP2X3DC3rjHEVLPy,62
The Rose,5na1LmEmK2VzNLje9snJYW,Back To Me,20Ahyv93KKjMuDHAVy2yjr,64
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,Flash Forward,74cpuIw43kA8xPgbQEPdss,64
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,No-Return (Into the unknown),6DSGb5CmwHX4pvclq8HUU1,66
NCT 127,7f4ignuCJhLXfZ9giKT7rH,Ay-Yo,2KwOuFfwQyT9mZqjvchd81,61
THE BOYZ,0CmvFWTX9zmMNCUi6fHtAx,WATCH IT,3UQw1V8gM5YihFDcnjNkWN,67
BSS,1uAT5bTSp6dWbNmixIUP5t,7PM (Feat. Peder Elias),6tAPw1Rtt3SGEOm6ohYi8l,69
WayV,1qBsABYUrxg9afpMtyoFKz,On My Youth,2XVtXrEu5C8V38u22Xt2Yy,67
IVE,6RHTUrRF63xao58xh9FXYJ,I WANT,1Xnha5ko8j7yY8O3ATe0Vs,68
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,Fire in the belly,05RlBHEZg1RmL9DnPgv9Qq,66
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,ジュエリー (Prod. imase),1PeBPKbOCc370rnLKploBL,67
aespa,6YVMFz59CuY7ngCxTxjpxE,YOLO,3OQWohbPUsvbXaH1AiRazX,67
ATEEZ,68KmkJeZGfwe1OUaivBa2L,Dune,1CwzGOJqmATtWE8H00MEIL,62
TWICE,7n2Ycct7Beij7Dj7meI4X0,I CAN’T STOP ME (feat. BOYS LIKE GIRLS),4gKhh8GQfRprLBBPc5um6Q,61
IVE,6RHTUrRF63xao58xh9FXYJ,Kitsch,4hbU7BVioG3WnoRNEy5YUf,68
SHINee,2hRQKC0gqlZGPrmUKbcchR,HARD,2VV1RIhTgeJ4PEMYz6TqDB,65
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,Happy Fools (feat. Coi Leray),77LZvE2XLYn2AW55UxIG8H,64
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,Back for More (TXT Ver.),0CerW91SZ7XXHk6tdKE05a,64
aespa,6YVMFz59CuY7ngCxTxjpxE,Better Things,330IIz7d75eqAsKq1xhzXR,67
IVE,6RHTUrRF63xao58xh9FXYJ,Payback,1RYK0mKtwjWaNLe7Mi6jYN,64
MAVE:,2ec7y2L98sHDYFylr7KqEx,PANDORA,70yszWsLJvNZuZwaHNMROf,67
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,Blame On Me,5w7IRpQTMNA2EuWrHDmClX,62
Stray Kids,2dIgFjalVxs4ThymZ67YCE,Mixtape : Time Out,5vMQIOhLw85H8WYIf1kEWw,64
B.I,0UntV1Bw2hk3fbRrm9eMP6,Loved,2nWVowkuFVY6hCRBylnaZh,62
TWICE,7n2Ycct7Beij7Dj7meI4X0,MOONLIGHT SUNRISE (Jonas Blue Remix),4JRjQE4sXKgOFURvvetuXi,58
TAEYONG,6SKusTjOAPsTZ6kareKQdm,SHALALA,2gAX00D7NOBKdcKbOXdpFR,73
TWICE,7n2Ycct7Beij7Dj7meI4X0,Alcohol-Free (English ver.),6rJjT5kPYhtXkUsot7tkjI,58
P1Harmony,3JjvsPeGMbDJqsphe2z8xU,Fall In Love Again,7e2t41hCiR0sV4Lgv555v3,62
NewJeans,6HvZYsbFfjnjFrWF950C9d,Zero (J.I.D Remix),12Yy0hZrUebGnr3IrppPnW,64
wave to earth,5069JTmv5ZDyPeZaCCXiCg,evening glow,4ti11xaTQ4ZrLBglUyrkMX,63
ATEEZ,68KmkJeZGfwe1OUaivBa2L,DJANGO,5Ku5uYEtkdpNlkgqU6p4ir,62
TWICE,7n2Ycct7Beij7Dj7meI4X0,CRY FOR ME (English ver.),6cNj96qS6WfQwSCxWScFFW,57
NCT 127,7f4ignuCJhLXfZ9giKT7rH,Parade,4YGjBlNqjaUinn2aRkWcLG,59
IVE,6RHTUrRF63xao58xh9FXYJ,Either Way,5c1EubDxHdulbausF5CpX5,64
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,One and Only,7dDY45rR3idfeCypFDrk0G,66
TAEMIN,13rF01aOogvnkuQXOlgTW8,"She Loves Me, She Loves Me Not",5eiNEMoVsEDmKDQrqyrOer,63
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,Karma,1RGaIn89VUtXvJCXz1tDNb,65
xikers,6QHP8St0MzfNDqjKpwtMht,TRICKY HOUSE,2MeEPaL5HsW9njvrtP0Agj,64
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,Perfect Night (Holiday Remix),40CJrEAyXS8qe0BBFbYbJO,59
MONSTA X,4TnGh5PKbSjpYqpIdlW5nz,Beautiful Liar,1F6qqwgyBjcIMzen8RrOXQ,64
NCT 127,7f4ignuCJhLXfZ9giKT7rH,Space,4M27cSWrLO7bVW8ISJXwNU,59
ITZY,2KC9Qb60EaY0kW4eH68vr3,Kill Shot,3i7Z0CI7QIwnU4MVL0XJB9,63
ATEEZ,68KmkJeZGfwe1OUaivBa2L,Outlaw,6UM7j0WbcGtk06c6pGKiQ6,61
Jimin,1oSPZhvZMIrWW5I41kPkkY,Like Crazy (Instrumental),0cxhv3PpIkmREXqobuB0zG,66
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,Perfect Night (Sped Up ver.),2pCcl9FB4KCqYXYzloAMRK,64
BIBI,6UbmqUEgjLA6jAcXwbM1Z9,Hongdae R&B,5TIwTvdD7OpJBt0tqIWLH3,62
BIBI,6UbmqUEgjLA6jAcXwbM1Z9,Amigos (with Becky G),60DPrTJRHzpGPSJXLiSdDX,63
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,ドレスコード (Prod. imase),3o0Nlc7DVVC39pfv4nTi9Y,59
ATEEZ,68KmkJeZGfwe1OUaivBa2L,This World,6QDcmN2Avrim8kNoCHkw9s,61
fromis_9,24nUVBIlCGi4twz4nYxJum,#menow,4lIAPwAU6R8PAy2WhykC4i,62
XG,0LOK81e9H5lr61HlGGHqwA,X-GENE,4JDJdj7QuqHEqDuOeQzboZ,64
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Standing Next to You (Slow Jam Remix),1q7KOfejpcT2qKlR9Fe0gG,63
NMIXX,28ot3wh4oNmoFOdVajibBl,"Young, Dumb, Stupid",09BWOhiJUaYufcOiKCA973,65
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Standing Next to You (Latin Trap Remix),5cJLfmwZQgdSBTX6gJWNSQ,63
Dreamcatcher,5V1qsQHdXNm4ZEZHWvFnqQ,OOTD,2PSqR2dQWllqSPHeUdCp1S,64
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Cupid – Twin Ver. (feat. Sabrina Carpenter),28PCjIXE4NJWDIqpRsD3rl,62
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Standing Next to You (PBR&B Remix),5f2PxyFQF3Fz9R8WCaViH8,62
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Seven (David Guetta Remix),1JedlGqkzYvVUITKsvhbPh,64
aespa,6YVMFz59CuY7ngCxTxjpxE,Salty & Sweet,4wQDjZtXjsFtU3BLSiIH4t,66
Stray Kids,2dIgFjalVxs4ThymZ67YCE,DLMLU,6e7SWgyx1EsEHmdDlsrbth,63
TAEMIN,13rF01aOogvnkuQXOlgTW8,Not Over You,3N6P6TQN0U0sBOfLF9v5Gv,62
The Rose,5na1LmEmK2VzNLje9snJYW,Lifeline,0kLWFPX9rbvzJ7XEadoNrN,59
ATEEZ,68KmkJeZGfwe1OUaivBa2L,Wake Up,2fZ1DdMpQZIiPMIgyt27dT,60
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,Yogurt Shake,0XirDL81ptA2KlrZVpjP0k,59
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,BLOSSOM,1ITbrYluZnnVIUXE4PAq2s,65
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,Broken Melodies,5OehhztxLfJeCxUMbFfPy6,59
aespa,6YVMFz59CuY7ngCxTxjpxE,Jingle Bell Rock,0ijCESscFXtRc0dtDgu1Uv,64
NCT U,3paGCCtX1Xr4Gx53mSeZuQ,PADO,7mLHba9b39oYWxxGVbPBXX,52
IVE,6RHTUrRF63xao58xh9FXYJ,Lips,0dRSOmb7pqkkmjXCu5BYbe,63
ITZY,2KC9Qb60EaY0kW4eH68vr3,BET ON ME,5BCPIye83pj24VjCzQuL5F,61
PURPLE KISS,62T5PGHWJ9sxP2SJq20IHq,Sweet Juice,2th6UWbfVz3hsSDzQAKqy2,60
tripleS,5Z71xE9prhpHrqL5thVMyK,Rising,6QCPweR3aP6nj7P43WpiZs,62
wave to earth,5069JTmv5ZDyPeZaCCXiCg,pink,2KHXLUeYXiXnasuGzA2f8G,61
aespa,6YVMFz59CuY7ngCxTxjpxE,Drama,1D2FpMD1Jg673KWNei2Ttw,0
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Standing Next to You (Band Ver.),763voaCk9m4ZrwHT6Zm1gV,63
ODD EYE CIRCLE (ARTMS),10NiYZbV1kGr5cBygKTS5J,Air Force One,3H0NA2Ri3murwBn5cDWugr,59
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,Keep Swimmin' Through,2uXvTCV3s5LN9mdDW7hAkn,63
TWICE,7n2Ycct7Beij7Dj7meI4X0,SET ME FREE (ENG),6bkTxw6m6vl8Oc3xtKBXN0,61
TWICE,7n2Ycct7Beij7Dj7meI4X0,MORE & MORE (LEE HAE SOL Sped Up Remix),3PeqOlET4ZX6CKGwrlAX7u,52
aespa,6YVMFz59CuY7ngCxTxjpxE,Better Things - Sped Up Version,5PyBV5MUBu6citKOcIVa9S,0
aespa,6YVMFz59CuY7ngCxTxjpxE,Spicy,1XzrPCRhtDRdOiGl42EFKM,0
aespa,6YVMFz59CuY7ngCxTxjpxE,Better Things,4vxd16cB2VUGGsFcOMD9If,0
aespa,6YVMFz59CuY7ngCxTxjpxE,Drama,6C69LU0bv0H8UPGn83Iksw,3
aespa,6YVMFz59CuY7ngCxTxjpxE,Better Things,5rvpqs1hNUApf8OLOhM7FY,0
aespa,6YVMFz59CuY7ngCxTxjpxE,Better Things - Sped Up Version,5GeY0hmOLsE0fioB9Xb55k,0
aespa,6YVMFz59CuY7ngCxTxjpxE,Better Things - Sped Up Version,0QjWUMVc3QB3U8kExmZnEI,0
aespa,6YVMFz59CuY7ngCxTxjpxE,Better Things - Sped Up Version,5WGwDiT5U7D3IV16zOZkK0,0
aespa,6YVMFz59CuY7ngCxTxjpxE,Better Things - Sped Up Version,0B9ht5LWEftNwUBIdkJBge,0
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,3D (feat. Jack Harlow) (MK Remix),1amaLBTe7l6zyWrWoq2Acy,61
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,No Enhancers,2nK3bNHjO0IAMarcoN27UK,58
The Rose,5na1LmEmK2VzNLje9snJYW,Nauseous,1Rbo82TSzjBsQ3td7TvDQY,58
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,Broken Melodies - JVKE Remix,2LqesWzQTXoMv01fZTz0rh,60
TWICE,7n2Ycct7Beij7Dj7meI4X0,The Feels (Ian Asher Remix),2hN7kHEKFPFArDhJlg7UPm,52
IVE,6RHTUrRF63xao58xh9FXYJ,WAVE,2FNgoGLkE4AAOtYkQfiVL4,66
TWICE,7n2Ycct7Beij7Dj7meI4X0,MOONLIGHT SUNRISE (Jonas Blue Remix),0H8vXZHYrbMfYJlojEjiS3,53
TWICE,7n2Ycct7Beij7Dj7meI4X0,WALLFLOWER,6EGkbPJrb88STcdfMu1j1y,61
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,UNFORGIVEN - Japanese ver.,07Kq5cRJkYNieu1rge3PZX,65
SUNMI,6MoXcK2GyGg7FIyxPU5yW6,STRANGER,3SifPlW12FRs8OQP2VkXSi,64
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Standing Next to You (Holiday Remix),3zx83DU3JpDZCCBokLX5WB,61
JEON SOMI,7zYj9S9SdIunYCfSm7vzAR,Fast Forward,4EsqgOzLn45dCHIDIhtg6W,61
TWICE,7n2Ycct7Beij7Dj7meI4X0,SET ME FREE (Carneyval Remix),3b14obu61ODHmi0vjaajeF,51
tripleS,5Z71xE9prhpHrqL5thVMyK,Girls’ Capitalism,2ivVS2ageitCQqnmmMaWoH,62
Jackson Wang,1kfWoWgCugPkyxQP8lkRlY,Slow (with Ciara),3ZrtBTReHr1xFDglmHwCX5,61
Dreamcatcher,5V1qsQHdXNm4ZEZHWvFnqQ,BONVOYAGE,3Jnwl9zlbFNEqKQjydxLxe,60
Jay Park,4XDi67ZENZcbfKnvMnTYsI,Why,6gGtT4dIKt57gPubAGr9nY,62
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,Broken Melodies,63Czf03uph6EyJDL1z3x3z,59
TWICE,7n2Ycct7Beij7Dj7meI4X0,CRAZY STUPID LOVE,0jn8sYeWOdYHjdF2cBmF75,63
GOT the beat,6uNxlIP5lzPFf0BHuELOuX,Stamp On It,0mlxHb4jbPr1PUBUv0WHRS,63
TREASURE,3KonOYiLsU53m4yT7gNotP,BONA BONA,0IkWksfw3Qxob96bjFKhyF,60
aespa,6YVMFz59CuY7ngCxTxjpxE,Welcome To MY World (feat. nævis),6qVqWJxIpsabUKBILG7d6N,63
Eric Nam,2FLqlgckDKdmpBrvLAT5BM,Only for a Moment,42B4Es8RTR5Owcfy3GHAQs,58
TAEMIN,13rF01aOogvnkuQXOlgTW8,Night Away,0zjkBOwL8upqIOmufTO6tT,61
NCT 127,7f4ignuCJhLXfZ9giKT7rH,Angel Eyes,2bOrjwAmNpzLZBIe51FAUq,57
Stray Kids,2dIgFjalVxs4ThymZ67YCE,THE SOUND (Korean Ver.),0q9IyhNXRse5fdfYEoFOdi,61
IVE,6RHTUrRF63xao58xh9FXYJ,Blue Blood,2avdbiswb0d5AFmyyz68xP,64
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,Dust,7v8v911KfBuFkqXvuDOtNm,65
VIVIZ,7Lq3yAtwi0Z7zpxEwbQQNZ,Untie,2tEuf4YE9NbDO39DI35QZd,63
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Standing Next to You (Future Funk Remix),0nCAwowgJ2bV2g5EOE67Yi,61
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Tell Me,5CA3D0Tch1x4sky45aOcEq,59
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,God of Music (Inst.),0Qaw6haFnOnzDxQvXnxmGG,65
Jay Park,4XDi67ZENZcbfKnvMnTYsI,妳在哪裡 (WYA),4WOBcLq8VFP4xWLyNMAotu,62
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,Flip It,0W3ekPhkpDFjAym6E5RdPM,62
ONEUS,3CVYSpM7nfHFG5qCTW7Ht9,Baila Conmigo,3KXqLK4qPxr6qlrfzVVmNY,62
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Barbie Dreams (feat. Kaliii),7F3q1XtxXjKFoTyo14fGQn,60
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,Back for More (with Anitta) (Performance Ver.),5z8PXrhJszWg8ejJ5alWo3,63
Kep1er,5R7AMwDeroq6Ls0COQYpS4,Galileo,2nehY8ewjt4clnD40SclwM,62
The Rose,5na1LmEmK2VzNLje9snJYW,You're Beautiful,6Ca2C9ycBna1WXfL5cB6Gn,59
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,"FEARNOT (Between you, me and the lamppost)",0sNfFxw3pJkVmRsgY781vM,62
KISS OF LIFE,4TEK9tIkcoxib4GxT3O4ky,Nobody Knows,70efTlnBNM8BvfhfPiqOBN,62
TAEMIN,13rF01aOogvnkuQXOlgTW8,Blue,2xSDet34W2nais0jv6Oh5j,60
Stray Kids,2dIgFjalVxs4ThymZ67YCE,Super Bowl -Japanese ver.-,74zvsuvIImK08x0SyRdw78,64
NCT U,3paGCCtX1Xr4Gx53mSeZuQ,The BAT,1MRC31VxOjOT7Lune15OjW,51
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,Ambitious,0pytLWYHCQdheIWB2Ay5Dk,58
AKMU,6OwKE9Ez6ALxpTaKcT5ayv,Fry’s Dream,6f4CAdAmrOfGH3FOfwHMSV,64
NCT 127,7f4ignuCJhLXfZ9giKT7rH,Je Ne Sais Quoi,0RRulrevan6sxj7KfMBi6k,57
ODD EYE CIRCLE (ARTMS),10NiYZbV1kGr5cBygKTS5J,Je Ne Sais Quoi,1qlusFEI25LWMQNXcxfL7a,58
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,April shower,7rIXkPCaibFJTs4rKS29OS,65
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,今 -明日 世界が終わっても-,2dThVzsCkB0L8tWFvQH53N,67
KEY,6XXKPxRX2WWPPtfodzpc2v,Good & Great,51oDOYN8AOyzvOpcvRGyI8,63
The Rose,5na1LmEmK2VzNLje9snJYW,You're Beautiful,6DHPaizkhWLCUxDgrYZI0f,59
Overdose,32jdgEsyvdXqUoReMyR0gl,Over Me,59oJpXOayvcKGbTXbrZjzF,62
IVE,6RHTUrRF63xao58xh9FXYJ,섬찟 (Hypnosis),1tzeAVyGwvoHcVzDit0UeT,61
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,I DO,4DBLBCVLDOmJwRysidmjHL,62
j-hope,0b1sIQumIAsNbqAoIClSpy,MORE,36KFMe3Q3wLCXd9SUudx9M,69
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Seven (feat. Latto) (Band Ver.),1zAYWqTX6qyRCKe9KuCUx0,65
ITZY,2KC9Qb60EaY0kW4eH68vr3,RINGO,2zRz0XfYEtsHuVfrM8KaOP,62
WayV,1qBsABYUrxg9afpMtyoFKz,No One But You,5xWt3H5V105vBkAe4IzFqt,59
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,It Can't Be,2lW1lJSLatkcHxwDdCiSTB,57
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Standing Next to You (Instrumental),3mInLFp4KEUBV9qMZ67HPV,60
Stray Kids,2dIgFjalVxs4ThymZ67YCE,THE SOUND,0q8bRAh9BktYFcsFfXOOWI,62
WayV,1qBsABYUrxg9afpMtyoFKz,On My Youth - English Version,3aybnlPK0zZK2YRmlRm0Ph,61
The Rose,5na1LmEmK2VzNLje9snJYW,Eclipse,41kPgRfujefTii5rCkdqCS,56
The Rose,5na1LmEmK2VzNLje9snJYW,Wonder,5jhpphz9p3wuSThnkFCTZv,57
NCT 127,7f4ignuCJhLXfZ9giKT7rH,Yacht,0kMTK6RqBkUojGARhbQkaq,55
Crush,6aLdhHUqgdKE86xbtNmY8g,Hmm-cheat,7hYGWflgiI2aa25jOgL6eg,62
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,Lovin' Me,63pHo56L4k2VLXqzt1shrK,58
wave to earth,5069JTmv5ZDyPeZaCCXiCg,nouvelle vague,5EkbJFiurqjmLcOy7TYT3u,57
Xdinary Heroes,1khChLj7REGqjM043PlYyn,Good enough,3tXTu7hcpy4clOR2VBVNUk,61
aespa,6YVMFz59CuY7ngCxTxjpxE,I'm Unhappy,6fzio74FGqFFsenYkbGPzR,62
wave to earth,5069JTmv5ZDyPeZaCCXiCg,dried flower,0silYl19ebS1wbruI3CNc9,58
NCT DOJAEJUNG,0W0w607z3JEA1vXLz9FVGw,Kiss,6iirdwpyu2Ohg3iVdu4vXl,60
D.O.,2CQZr2RPZmrcvDnaod1ldC,I Do,1uOFPJmg1yx3sfBqgv1JAS,66
BIBI,6UbmqUEgjLA6jAcXwbM1Z9,Amigos (with Becky G),2uFt5a1PPXz4vYwPnO8zqP,58
KARD,2JhAlkmukNvarUpGhTFXUQ,CAKE,7DFxvlzyT4thkXhtcio8Tu,62
wave to earth,5069JTmv5ZDyPeZaCCXiCg,calla,4i9FlOVdtyJUDEKPT63VpZ,59
NCT 127,7f4ignuCJhLXfZ9giKT7rH,Misty,3PEUcbHPhmnlG5w1EmjyWC,55
